,calm_id,street,intersecti,intersec_1,spd_hump,traf_islan,spd_cush,Installed,geometry,NeighbourhoodPortion,Neighbourhood
548,1456.0,De Grassi,Dundas Street East,Gerrard Street East,3.0,0.0,0.0,2013,"LINESTRING (-79.34729582423982 43.66342250533855, -79.34776960901318 43.66453931485342, -79.3481697100341 43.66553899681008, -79.34852217094486 43.66637210039842)",0.9965580484515473,70
563,1530.0,Galt Avenue,Gerrard Street East,Dagmar Avenue,3.0,0.0,0.0,2013,"LINESTRING (-79.33549089408349 43.66654320012136, -79.3355334248463 43.666718792916555, -79.33554958293466 43.666763822763066, -79.3355870361323 43.66681338547216, -79.33563902032753 43.66687078604392, -79.33568091863118 43.66691703695323, -79.335711338883 43.666984586158826, -79.33639509450511 43.66862008187988, -79.33656799672767 43.66903363646001)",1.0,70
571,1544.0,Hamilton Street,Dundas Street East,Kintyre Avenue,3.0,0.0,0.0,2014,"LINESTRING (-79.35139062299547 43.66027384899414, -79.3518130868169 43.66129057974227, -79.3518577682059 43.66139865902173, -79.35191120285282 43.66152317061906, -79.35207271113019 43.66190033319109, -79.3522268702116 43.66225876942355)",1.0,70
581,1558.0,Ivy Avenue,Leslie Street,Greenwood Avenue,2.0,0.0,0.0,2014,"LINESTRING (-79.33417552435922 43.67244624708053, -79.33260662486238 43.67279952496558, -79.33252713931736 43.672812907053206, -79.33246510645445 43.672821816577894, -79.33239885766214 43.67281722170452, -79.33234036178868 43.67280813887205, -79.332277624648 43.67279453719544, -79.33220008680325 43.67280342749275, -79.33161849110472 43.67291509929008, -79.3313145418314 43.67298466670518, -79.33036791111533 43.673201301815716, -79.32905297987651 43.673487396489534)",0.995557926340008,70
587,1572.0,Knox Avenue,Eastern Avenue,Queen Street East,1.0,0.0,0.0,2014,"LINESTRING (-79.32525142078751 43.662532046094064, -79.32547744742486 43.66309387154729, -79.32548667897261 43.66311559821679, -79.3257293925499 43.66368675250535, -79.32577999985374 43.663803563445924, -79.32596837607484 43.66423830405323)",0.005511394440419158,70
608,1603.0,Logan Ave,Eastern Avenue,Lake Shore Boulevard East,2.0,0.0,0.0,2015,"LINESTRING (-79.33964924918433 43.654028331508314, -79.3397363725548 43.65408337735906, -79.33984422250143 43.65419634045346, -79.33986214314102 43.65423951354786, -79.34029905505308 43.655292297110535, -79.34048072067327 43.65573001444516, -79.34064468800801 43.65612509296691, -79.34120163874502 43.65746703022082, -79.34137853684055 43.65789323278954)",1.0,70
618,1630.0,First Avenue,De Grassi Street,Logan Avenue,3.0,0.0,0.0,2015,"LINESTRING (-79.3481697100341 43.66553899681008, -79.34680968274479 43.66582974130269, -79.3459109831013 43.66603107271715, -79.34482073707144 43.666281639945545)",1.0,70
625,1639.0,Alton Ave,Queen St E,Dundas St E,3.0,0.0,0.0,1998,"LINESTRING (-79.32786120392687 43.66382258925835, -79.32801040190695 43.66418161876777, -79.32857970902323 43.66555643889707, -79.32926681103622 43.66720593846726, -79.32936540975143 43.667304542596575)",1.0,70
627,1641.0,Rushbrooke Ave,Eastern Ave,Queen St E,2.0,0.0,0.0,1998,"LINESTRING (-79.33224471296492 43.662820916940454, -79.33209084985509 43.662441659832865, -79.33113319439785 43.660135042659284)",1.0,70
631,1647.0,Curzon Street,Dundas Street East,Queen Street East,3.0,0.0,0.0,2016,"LINESTRING (-79.33140610187714 43.66301322208408, -79.33153660252239 43.6633227464315, -79.33155010341713 43.66335475439609, -79.33174169703378 43.663809143113475, -79.33175313753625 43.66383628586866, -79.33287107486322 43.66648751585853)",1.0,70
641,1660.0,Grant St,Queen St E,Kintyre Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.34847997282048 43.65920690259689, -79.3486106713428 43.659521648067894, -79.34878346252421 43.65993641871735, -79.34886635237702 43.66010305432757, -79.34894031712483 43.66027417885539, -79.3491440564455 43.66076502470005, -79.34920705643746 43.660823616721)",1.0,70
666,1696.0,Alton Ave,Dundas St E,Gerrard St E,2.0,0.0,0.0,1998,"LINESTRING (-79.33067391760176 43.670334800477924, -79.33047713706567 43.66990335119953, -79.33044218609083 43.66981254729158, -79.33036787708743 43.66961951012791, -79.33023559145921 43.66932217777549, -79.33007290825189 43.66892954724597, -79.32979793424482 43.66823098079428, -79.32961159185469 43.66780069751735, -79.32943236166244 43.66735117042552, -79.32936540975143 43.667304542596575)",1.0,70
692,1747.0,Hastings Ave,Gerrard St E,Dundas St E,4.0,0.0,0.0,1998,"LINESTRING (-79.33199263797619 43.67004869208667, -79.33166600103034 43.669337101626546, -79.33138463125789 43.66865258088346, -79.3310885617223 43.66796353703105, -79.33085834933111 43.66740535302183, -79.33068363891695 43.66698178562076)",1.0,70
693,1748.0,Saulter St,Queen St E,End,3.0,0.0,0.0,1998,"LINESTRING (-79.34742787798524 43.65943504682425, -79.34722952675813 43.65896343203762, -79.34664628551035 43.65757666762836, -79.34653351011168 43.65730852619365)",1.0,70
699,1759.0,Hiltz Ave,Dorothy St,Dundas St E,3.0,0.0,0.0,1998,"LINESTRING (-79.32762267824376 43.66758932793747, -79.326905175838 43.665909482978094)",1.0,70
702,1762.0,Empire Ave,Eastern Ave,Queen St E,4.0,0.0,0.0,1998,"LINESTRING (-79.34443937768769 43.660101645816155, -79.34425921112516 43.6596590441797, -79.34334504603706 43.65744877647267)",1.0,70
703,1763.0,De Grassi St,Queen St E,Dundas St E,6.0,0.0,0.0,1998,"LINESTRING (-79.34729582778789 43.663422505939415, -79.3470578614277 43.66282809502849, -79.34676330416191 43.662094085904734, -79.34637521976741 43.66119304633003, -79.34604894197865 43.66037948306108, -79.34602745106743 43.66032742596957, -79.34602256206983 43.66030454677247, -79.34602077946921 43.66027898030994, -79.34602269838022 43.660250727379655, -79.34603048133071 43.66020303921053, -79.34607415438917 43.6600586067091, -79.34609371924212 43.65997031984631, -79.34609107805743 43.659921483524066, -79.3460893735116 43.65986997502997, -79.34608396416073 43.65982246721034, -79.34609621636602 43.65975282151926)",1.0,70
707,1770.0,Badgerow Ave,Carlaw Ave,Pape Ave,3.0,0.0,0.0,1998,"LINESTRING (-79.34215083396454 43.666174488795164, -79.3414669228318 43.66632217843616, -79.34084660451877 43.666456233943876, -79.34026523938006 43.66659643422514, -79.33977511540104 43.66671515544591)",1.0,70
708,1771.0,Coady Ave,Queen St E,Mallon Ave,5.0,0.0,0.0,1998,"LINESTRING (-79.33541283815842 43.66560694244696, -79.33476896067863 43.66413878529329, -79.33405214209156 43.66243198083791)",1.0,70
745,1842.0,Mc Gee St,Queen St E,Eastern Ave,4.0,0.0,0.0,1998,"LINESTRING (-79.34545117735655 43.65987797563562, -79.34525218346445 43.65942081289692, -79.34432426008934 43.65724005010989)",1.0,70
764,1874.0,Carroll St,Dundas St E,Matilda St,3.0,0.0,0.0,1998,"LINESTRING (-79.35319231283802 43.66005534760551, -79.35347340986375 43.66069239583419, -79.35353604622823 43.66083677766889, -79.35365779342446 43.66111741744192, -79.3537811182503 43.66139211813319, -79.35381641790241 43.6615361859635, -79.35387280974015 43.66193232069462)",1.0,70
765,1875.0,Matilda St,Carroll St,Munro St,2.0,0.0,0.0,1998,"LINESTRING (-79.35319231283802 43.66005534760551, -79.3522931489263 43.66007653684263)",1.0,70
766,1876.0,Munro St,Dundas St E,Matilda St / Kintyre Ave,3.0,0.0,0.0,1998,"LINESTRING (-79.3522931489263 43.66007653684263, -79.35226487349728 43.66015610017727, -79.35225028123946 43.660181384446936, -79.35224439173898 43.660217229587005, -79.35225302578388 43.66025097806529, -79.35272916061994 43.66135642524528, -79.3529251609455 43.661785558523775, -79.3530657249269 43.662093317271115)",1.0,70
767,1877.0,Munro St,Matilda St / Kintyre Ave,Thompson St,2.0,0.0,0.0,1998,"LINESTRING (-79.35194078057599 43.65919386166062, -79.35206419859662 43.65950697354431, -79.3522931489263 43.66007653684263)",1.0,70
768,1878.0,Kintyre Ave,Munro St,Broadview Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.3522931489263 43.66007653684263, -79.3519415338619 43.660152560494645, -79.3518303097163 43.66017751312096, -79.3515677843431 43.66023470245197, -79.35139062299545 43.66027384899412, -79.35096827387108 43.66036673357624, -79.35049952471682 43.660489453261185)",1.0,70
769,1879.0,Davies Ave,Matilda St,(blank),1.0,0.0,0.0,1998,"LINESTRING (-79.35406032779073 43.65988588511297, -79.35379292728003 43.65921828678649, -79.35363132281432 43.658783347682174, -79.35356889504055 43.65861490527127, -79.35351241644084 43.658493709948, -79.35332796427679 43.65810601678098)",1.0,70
776,2002.0,Sandford Avenue,Greenwood Ave,Prust Avenue,3.0,0.0,0.0,2019,"LINESTRING (-79.33076810494094 43.67136162974919, -79.32825700777529 43.671923526578986)",0.9331183149901939,70
821,2078.0,First Ave,Broadview Ave,Boulton ave,3.0,,,2022,"LINESTRING (-79.3522456734557 43.66458347131096, -79.34911752588164 43.66532655848616)",1.0,70
823,2101.0,Marjory Ave,Dagmar Ave,Gerrard St E,4.0,,,2022,"LINESTRING (-79.33651451681158 43.66632631624181, -79.33739217164374 43.66840957217408)",1.0,70
10,12.0,Clinton Street,College Street,Harbord Street,4.0,0.0,0.0,1998,"LINESTRING (-79.41385682076857 43.655228314819084, -79.41424752124537 43.65623177063062, -79.41473456354022 43.657482522253474, -79.41512144136662 43.65846829196404, -79.41526340573364 43.658830013325925, -79.41573038761405 43.6600292315879, -79.4158356111301 43.660299430957856)",1.0,80
14,16.0,Dewson Street,Havelock Street,Dovercourt Road,3.0,0.0,0.0,1999,"LINESTRING (-79.4274163504041 43.65618656265665, -79.42824427453634 43.65601448179166, -79.42914048382994 43.65582819740375, -79.43044724962479 43.65556307623698)",0.008188331117277079,80
18,20.0,Euclid Avenue,College Street,Ulster Street,1.0,0.0,0.0,1998,"LINESTRING (-79.41138684532113 43.65572950759573, -79.41156007703192 43.65616388898221, -79.41158101596523 43.656216384911005, -79.41214874898021 43.65763990214765, -79.41256505540603 43.658695230603826, -79.41271868849282 43.65908469625819)",1.0,80
19,21.0,Euclid Avenue,Bloor Street West,Harbord Street,3.0,0.0,0.0,1999,"LINESTRING (-79.41341611509517 43.660776191253966, -79.41387455689053 43.66194559410177, -79.41409014267694 43.66245859615297, -79.4143636244623 43.66310935996871, -79.41468007529308 43.66390770853785, -79.4148040847988 43.6642205688158, -79.41483828086703 43.66435539102302)",0.9972557254851573,80
41,43.0,Palmerston Boulevard,Bloor Street West,College Street,14.0,0.0,0.0,1999,"LINESTRING (-79.41014116918986 43.65598605799791, -79.41081488175874 43.65765293814212, -79.41148860494448 43.65933537290352, -79.41219585814959 43.66103067637695, -79.4126443241127 43.66218434167861, -79.41311955593041 43.66335837431108, -79.41362976413122 43.66463203266203)",0.9988708741264717,80
48,50.0,Shaw Street,Bloor Street West,Dundas Street West,19.0,0.0,0.0,1999,"LINESTRING (-79.41848881328738 43.65039159467851, -79.41892029562602 43.651465542382454, -79.41895876259767 43.651599324217365, -79.41966071189417 43.65340388178744, -79.41969225448081 43.65348495738454, -79.41984702230049 43.65388304632107, -79.42008140864684 43.654485905181545, -79.42025248118514 43.65492592522489, -79.42041101185012 43.65532597414372, -79.42069548546186 43.656043838029824, -79.42093371577428 43.65664496525534, -79.42149306654346 43.658099303138954, -79.42186306512335 43.65905156536791, -79.42224380731399 43.66002354914496, -79.42258147742034 43.66088553907906, -79.42306244415683 43.662068325792575, -79.42308386149126 43.66212100625425, -79.42309530438108 43.66214914839888, -79.42324814200917 43.66252500181184)",0.6264653288751117,80
106,134.0,Crawford Street,College Street,Dundas Street West,4.0,0.0,0.0,2000,"LINESTRING (-79.41704886589245 43.65008291067454, -79.41718852268504 43.650434027514734, -79.41727442752553 43.65065000668148, -79.4176970041033 43.651712418608476, -79.41842594208748 43.6535990682748, -79.41844719554203 43.65365395337861, -79.41863139159085 43.654129705121704, -79.41876360542436 43.65447119967906, -79.41886397984871 43.6547217277968, -79.41899899297589 43.655058713754336, -79.4190107015687 43.65517214566806)",0.0020534625293661436,80
111,139.0,Euclid Avenue,College Street,Dundas Street West,5.0,0.0,0.0,2000,"LINESTRING (-79.40987250393567 43.651993794803936, -79.41052445731725 43.6536121047665, -79.4105287870058 43.653622852676165, -79.41118374818046 43.65523089975088, -79.41120097454312 43.65527319668835, -79.41138684532113 43.65572950759573)",0.002644642553804937,80
163,200.0,Euclid Avenue,College Street,Ulster Street,3.0,0.0,0.0,2000,"LINESTRING (-79.41138684532113 43.65572950759573, -79.41156007703192 43.65616388898221, -79.41158101596523 43.656216384911005, -79.41214874898021 43.65763990214765, -79.41256505540603 43.658695230603826, -79.41271868849282 43.65908469625819)",1.0,80
182,222.0,Dewson Street,Dovercourt Road,Ossington Avenue,3.0,0.0,0.0,1999,"LINESTRING (-79.42368162807468 43.65699396986476, -79.42492257171966 43.656730624693076, -79.42619331948626 43.6564586182601, -79.4274163504041 43.65618656265665)",1.0,80
238,519.0,Grace Street,Bloor Street West,Harbord Street,5.0,0.0,0.0,2002,"LINESTRING (-79.41869810599786 43.66310857666587, -79.41885002611464 43.66348818683878)",0.9755337133823505,80
246,529.0,Manning Avenue,Dundas Street West,College Street,5.0,0.0,0.0,2001,"LINESTRING (-79.41108271699275 43.651744443637455, -79.4111587676989 43.651918556947464, -79.41173779831145 43.65334306253544, -79.41193141241237 43.65381936104273, -79.41205558523991 43.65414028561042, -79.4121794118723 43.654460277810514, -79.41239461614434 43.65498721650084, -79.4124093645108 43.65502333814031, -79.41259494692113 43.65547773426512)",0.002646302360091611,80
247,530.0,Roxton Road,College Street,Harbord Street,5.0,0.0,0.0,2001,"LINESTRING (-79.42146761121663 43.654671282788954, -79.4215805144731 43.654965209588006, -79.42161204689862 43.65504727493543, -79.42213343866905 43.65640453643789, -79.42250619165677 43.65734396818533, -79.42307097212132 43.65881240132974)",1.0,80
265,702.0,Roxton Road,Harrison Street,College Street,5.0,0.0,0.0,2002,"LINESTRING (-79.4201555193091 43.651219574238084, -79.42082731640497 43.652995777822554, -79.42091532958223 43.653228476676766, -79.4213109528933 43.6542620320613, -79.42146761121663 43.654671282788954)",0.0028181708251925203,80
288,767.0,Grace Street,College Street,Mansfield Avenue,3.0,0.0,0.0,2003,"LINESTRING (-79.41487242015239 43.653215343101344, -79.41514187721212 43.653871812757565, -79.41537625977179 43.654518323431496, -79.4153954306255 43.65457119935366, -79.4154964766598 43.65484991315528, -79.41558757034804 43.65496703866571)",0.015523077370421136,80
499,1303.0,Grace Street,Harbord Street,College Street,7.0,0.0,0.0,2009,"LINESTRING (-79.41558757034804 43.65496703866571, -79.41567956407313 43.65508532007791, -79.41576892908284 43.65530886647652, -79.41584836876598 43.65550759538776, -79.41694514876782 43.658251115882074, -79.41694530556364 43.65832166416177, -79.41692010291888 43.658375149953166, -79.41691865445445 43.65843409689956, -79.41693526978857 43.65850457592654, -79.41749234717972 43.6599498433814)",1.0,80
706,1766.0,Crawford St,Harbord St,Bloor St W,4.0,0.0,0.0,1998,"LINESTRING (-79.42203953478344 43.66279340897962, -79.42188676762564 43.662414183456725, -79.42184951545501 43.66232172254896, -79.42065817622876 43.65929552802357)",0.9971825318671143,80
798,2126.0,Hepbourne St,Ossington Ave,Dovercourt Rd,3.0,,,2022,"LINESTRING (-79.42479374226076 43.659777147508585, -79.42856432720647 43.65897410544956)",1.0,80
11,13.0,Close  Avenue,Springhurst Avenue,Queen Street West,9.0,0.0,0.0,1998,"MULTILINESTRING ((-79.43329872583689 43.63376579649893, -79.4333392653401 43.63392038356486, -79.43351794726418 43.63438983362376, -79.43390822149901 43.63541513583102, -79.43410709510488 43.63593757087826, -79.4347043464694 43.63747512409196), (-79.43579675154292 43.6403423346674, -79.43595219953471 43.6407347845517))",0.9977326523192082,85
13,15.0,Cowan Avenue,Springhurst Avenue,King Street West,6.0,0.0,0.0,1999,"LINESTRING (-79.43036061267682 43.63398680625979, -79.43047820393188 43.63431859747062, -79.43048699218441 43.63434341610003, -79.43059103777605 43.63463697930465, -79.43067867228716 43.634884261660666, -79.43171772942556 43.63768099892973, -79.4318507797745 43.638039103183125)",1.0,85
52,54.0,Springhurst Avenue,Jameson Avenue,Dufferin Street,6.0,0.0,0.0,1999,"LINESTRING (-79.4257839409276 43.6349071793048, -79.42690343516152 43.634653033745664, -79.4274500992876 43.63455644906509, -79.42756377823748 43.634536366816086, -79.42810079695475 43.634423078995965, -79.42865440384722 43.63431441056844, -79.42923695366889 43.6342000593543, -79.42937661073427 43.63418011607339, -79.43036061267682 43.63398680625979, -79.43165775797767 43.63370746432618, -79.43172286897291 43.63369342874034, -79.4319710543307 43.63365773709992, -79.4320638733036 43.63365602060841, -79.43213916701524 43.63365561242487, -79.43222517156275 43.63366377880565, -79.43267876302863 43.63370688667598, -79.43329872583689 43.63376579649893, -79.43398052323269 43.633844287204695, -79.43412758863118 43.63386122095752, -79.43476048164393 43.63396705774963)",1.0,85
53,55.0,Springhurst Avenue,Jameson Avenue,King Street West,5.0,0.0,0.0,1999,"LINESTRING (-79.43698304919954 43.636135697238025, -79.43700831650744 43.63618154888632, -79.43709363974426 43.63626357116741, -79.43713230878403 43.63632328305883, -79.43718581408994 43.63640369083938, -79.43722492451982 43.636501414645, -79.43737564067534 43.63690664688661)",1.0,85
